model,scenario,season_year,season,count,interval_name,variable
MIROC-ESM,rcp60,2031,MAM,76,Tmin ≥15.9°C,tmin
MIROC-ESM,rcp60,2032,MAM,80,Tmin ≥15.9°C,tmin
MIROC-ESM,rcp60,2033,MAM,75,Tmin ≥15.9°C,tmin
MIROC-ESM,rcp60,2034,MAM,78,Tmin ≥15.9°C,tmin
MIROC-ESM,rcp60,2035,MAM,75,Tmin ≥15.9°C,tmin
MIROC-ESM,rcp60,2036,MAM,74,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2006,MAM,68,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2007,MAM,66,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2008,MAM,74,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2009,MAM,72,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2010,MAM,69,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2011,MAM,75,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2012,MAM,70,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2013,MAM,70,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2014,MAM,62,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2015,MAM,70,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2016,MAM,68,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2017,MAM,83,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2018,MAM,67,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2019,MAM,70,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2020,MAM,62,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2021,MAM,79,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2022,MAM,68,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2023,MAM,88,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2024,MAM,76,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2025,MAM,75,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2026,MAM,77,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2027,MAM,76,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2028,MAM,83,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2029,MAM,69,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2030,MAM,69,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2031,MAM,73,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2032,MAM,76,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2033,MAM,81,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2034,MAM,67,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2035,MAM,74,Tmin ≥15.9°C,tmin
MIROC-ESM-CHEM,rcp60,2036,MAM,68,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2006,MAM,75,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2007,MAM,71,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2008,MAM,66,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2009,MAM,79,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2010,MAM,67,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2011,MAM,66,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2012,MAM,74,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2013,MAM,77,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2014,MAM,68,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2015,MAM,66,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2016,MAM,58,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2017,MAM,87,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2018,MAM,58,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2019,MAM,67,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2020,MAM,66,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2021,MAM,82,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2022,MAM,85,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2023,MAM,70,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2024,MAM,65,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2025,MAM,66,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2026,MAM,75,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2027,MAM,61,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2028,MAM,72,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2029,MAM,69,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2030,MAM,70,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2031,MAM,67,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2032,MAM,63,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2033,MAM,78,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2034,MAM,75,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2035,MAM,73,Tmin ≥15.9°C,tmin
MIROC5,rcp60,2036,MAM,65,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2006,MAM,76,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2007,MAM,66,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2008,MAM,68,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2009,MAM,72,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2010,MAM,78,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2011,MAM,65,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2012,MAM,69,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2013,MAM,70,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2014,MAM,64,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2015,MAM,58,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2016,MAM,76,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2017,MAM,64,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2018,MAM,66,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2019,MAM,59,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2020,MAM,64,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2021,MAM,70,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2022,MAM,59,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2023,MAM,72,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2024,MAM,58,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2025,MAM,67,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2026,MAM,61,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2027,MAM,67,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2028,MAM,77,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2029,MAM,67,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2030,MAM,74,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2031,MAM,68,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2032,MAM,72,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2033,MAM,73,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2034,MAM,66,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2035,MAM,72,Tmin ≥15.9°C,tmin
MRI-CGCM3,rcp60,2036,MAM,77,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2006,MAM,60,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2007,MAM,77,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2008,MAM,66,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2009,MAM,76,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2010,MAM,73,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2011,MAM,85,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2012,MAM,77,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2013,MAM,66,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2014,MAM,58,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2015,MAM,79,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2016,MAM,67,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2017,MAM,68,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2018,MAM,61,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2019,MAM,65,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2020,MAM,58,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2021,MAM,67,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2022,MAM,60,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2023,MAM,65,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2024,MAM,76,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2025,MAM,65,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2026,MAM,74,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2027,MAM,73,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2028,MAM,68,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2029,MAM,71,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2030,MAM,71,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2031,MAM,71,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2032,MAM,65,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2033,MAM,77,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2034,MAM,84,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2035,MAM,84,Tmin ≥15.9°C,tmin
NorESM1-M,rcp60,2036,MAM,71,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2006,MAM,65,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2007,MAM,71,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2008,MAM,87,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2009,MAM,80,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2010,MAM,60,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2011,MAM,85,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2012,MAM,77,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2013,MAM,80,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2014,MAM,74,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2015,MAM,74,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2016,MAM,81,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2017,MAM,83,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2018,MAM,79,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2019,MAM,51,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2020,MAM,63,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2021,MAM,81,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2022,MAM,86,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2023,MAM,79,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2024,MAM,77,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2025,MAM,76,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2026,MAM,75,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2027,MAM,68,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2028,MAM,67,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2029,MAM,76,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2030,MAM,83,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2031,MAM,87,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2032,MAM,77,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2033,MAM,75,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2034,MAM,72,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2035,MAM,82,Tmin ≥15.9°C,tmin
bcc-csm1-1,rcp60,2036,MAM,88,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2006,MAM,73,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2007,MAM,60,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2008,MAM,58,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2009,MAM,86,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2010,MAM,71,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2011,MAM,68,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2012,MAM,79,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2013,MAM,80,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2014,MAM,82,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2015,MAM,68,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2016,MAM,70,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2017,MAM,85,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2018,MAM,67,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2019,MAM,72,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2020,MAM,63,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2021,MAM,61,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2022,MAM,69,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2023,MAM,87,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2024,MAM,78,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2025,MAM,90,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2026,MAM,69,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2027,MAM,77,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2028,MAM,79,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2029,MAM,67,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2030,MAM,61,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2031,MAM,66,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2032,MAM,58,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2033,MAM,81,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2034,MAM,74,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2035,MAM,62,Tmin ≥15.9°C,tmin
bcc-csm1-1-m,rcp60,2036,MAM,67,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2006,SON,87,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2007,SON,86,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2008,SON,86,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2009,SON,90,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2010,SON,89,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2011,SON,89,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2012,SON,84,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2013,SON,88,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2014,SON,82,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2015,SON,83,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2016,SON,89,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2017,SON,88,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2018,SON,86,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2019,SON,84,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2020,SON,86,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2021,SON,83,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2022,SON,86,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2023,SON,84,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2024,SON,79,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2025,SON,85,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2026,SON,91,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2027,SON,86,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2028,SON,83,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2029,SON,84,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2030,SON,82,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2031,SON,90,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2032,SON,91,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2033,SON,91,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2034,SON,87,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2035,SON,85,Tmin ≥15.9°C,tmin
CCSM4,rcp60,2036,SON,89,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2006,SON,87,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2007,SON,90,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2008,SON,80,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2009,SON,75,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2010,SON,89,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2011,SON,86,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2012,SON,80,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2013,SON,78,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2014,SON,75,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2015,SON,87,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2016,SON,91,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2017,SON,87,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2018,SON,86,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2019,SON,88,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2020,SON,85,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2021,SON,85,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2022,SON,87,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2023,SON,90,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2024,SON,87,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2025,SON,86,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2026,SON,84,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2027,SON,83,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2028,SON,89,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2029,SON,83,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2030,SON,83,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2031,SON,77,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2032,SON,91,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2033,SON,91,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2034,SON,91,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2035,SON,88,Tmin ≥15.9°C,tmin
CESM1-CAM5,rcp60,2036,SON,86,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2006,SON,82,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2007,SON,88,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2008,SON,88,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2009,SON,78,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2010,SON,84,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2011,SON,83,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2012,SON,88,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2013,SON,89,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2014,SON,83,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2015,SON,76,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2016,SON,84,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2017,SON,81,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2018,SON,85,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2019,SON,86,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2020,SON,81,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2021,SON,86,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2022,SON,86,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2023,SON,91,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2024,SON,80,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2025,SON,80,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2026,SON,77,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2027,SON,90,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2028,SON,83,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2029,SON,88,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2030,SON,80,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2031,SON,79,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2032,SON,87,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2033,SON,87,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2034,SON,88,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2035,SON,89,Tmin ≥15.9°C,tmin
CSIRO-Mk3-6-0,rcp60,2036,SON,83,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2006,SON,84,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2007,SON,91,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2008,SON,84,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2009,SON,81,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2010,SON,82,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2011,SON,89,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2012,SON,89,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2013,SON,91,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2014,SON,82,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2015,SON,90,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2016,SON,90,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2017,SON,91,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2018,SON,86,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2019,SON,80,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2020,SON,91,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2021,SON,91,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2022,SON,89,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2023,SON,90,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2024,SON,85,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2025,SON,90,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2026,SON,90,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2027,SON,91,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2028,SON,85,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2029,SON,87,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2030,SON,82,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2031,SON,88,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2032,SON,87,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2033,SON,85,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2034,SON,90,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2035,SON,87,Tmin ≥15.9°C,tmin
GFDL-CM3,rcp60,2036,SON,90,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2006,SON,87,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2007,SON,88,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2008,SON,86,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2009,SON,83,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2010,SON,88,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2011,SON,88,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2012,SON,87,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2013,SON,91,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2014,SON,88,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2015,SON,87,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2016,SON,87,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2017,SON,82,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2018,SON,80,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2019,SON,87,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2020,SON,87,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2021,SON,86,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2022,SON,88,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2023,SON,86,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2024,SON,80,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2025,SON,84,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2026,SON,88,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2027,SON,85,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2028,SON,77,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2029,SON,82,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2030,SON,86,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2031,SON,90,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2032,SON,80,Tmin ≥15.9°C,tmin
GFDL-ESM2G,rcp60,2033,SON,86,Tmin ≥15.9°C,tmin
