model,scenario,year,count,interval_name,variable
IPSL-CM5A-MR,rcp45,2029,7,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2030,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2031,9,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2032,12,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2033,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2034,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2035,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2036,10,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2006,4,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2007,5,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2008,8,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2009,9,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2010,5,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2011,6,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2012,7,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2013,12,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2014,4,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2015,8,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2016,7,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2017,11,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2018,11,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2019,9,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2020,11,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2021,7,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2022,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2023,7,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2024,9,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2025,7,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2026,11,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2027,6,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2028,7,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2029,11,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2030,4,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2031,12,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2032,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2033,14,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2034,8,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2035,11,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2036,7,pr 50mm,Precipitation
MIROC-ESM,rcp45,2006,3,pr 50mm,Precipitation
MIROC-ESM,rcp45,2007,12,pr 50mm,Precipitation
MIROC-ESM,rcp45,2008,11,pr 50mm,Precipitation
MIROC-ESM,rcp45,2009,7,pr 50mm,Precipitation
MIROC-ESM,rcp45,2010,16,pr 50mm,Precipitation
MIROC-ESM,rcp45,2011,9,pr 50mm,Precipitation
MIROC-ESM,rcp45,2012,7,pr 50mm,Precipitation
MIROC-ESM,rcp45,2013,14,pr 50mm,Precipitation
MIROC-ESM,rcp45,2014,12,pr 50mm,Precipitation
MIROC-ESM,rcp45,2015,4,pr 50mm,Precipitation
MIROC-ESM,rcp45,2016,3,pr 50mm,Precipitation
MIROC-ESM,rcp45,2017,2,pr 50mm,Precipitation
MIROC-ESM,rcp45,2018,3,pr 50mm,Precipitation
MIROC-ESM,rcp45,2019,11,pr 50mm,Precipitation
MIROC-ESM,rcp45,2020,9,pr 50mm,Precipitation
MIROC-ESM,rcp45,2021,1,pr 50mm,Precipitation
MIROC-ESM,rcp45,2022,6,pr 50mm,Precipitation
MIROC-ESM,rcp45,2023,8,pr 50mm,Precipitation
MIROC-ESM,rcp45,2024,2,pr 50mm,Precipitation
MIROC-ESM,rcp45,2025,7,pr 50mm,Precipitation
MIROC-ESM,rcp45,2026,6,pr 50mm,Precipitation
MIROC-ESM,rcp45,2027,7,pr 50mm,Precipitation
MIROC-ESM,rcp45,2028,4,pr 50mm,Precipitation
MIROC-ESM,rcp45,2029,12,pr 50mm,Precipitation
MIROC-ESM,rcp45,2030,9,pr 50mm,Precipitation
MIROC-ESM,rcp45,2031,7,pr 50mm,Precipitation
MIROC-ESM,rcp45,2032,10,pr 50mm,Precipitation
MIROC-ESM,rcp45,2033,8,pr 50mm,Precipitation
MIROC-ESM,rcp45,2034,1,pr 50mm,Precipitation
MIROC-ESM,rcp45,2035,4,pr 50mm,Precipitation
MIROC-ESM,rcp45,2036,8,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2006,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2007,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2008,8,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2009,7,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2010,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2011,12,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2012,2,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2013,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2014,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2015,8,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2016,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2017,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2018,15,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2019,8,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2020,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2021,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2022,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2023,11,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2024,8,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2025,12,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2026,2,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2027,11,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2028,9,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2029,15,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2030,14,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2031,12,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2032,18,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2033,5,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2034,12,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2035,14,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2036,10,pr 50mm,Precipitation
MIROC5,rcp45,2006,13,pr 50mm,Precipitation
MIROC5,rcp45,2007,21,pr 50mm,Precipitation
MIROC5,rcp45,2008,8,pr 50mm,Precipitation
MIROC5,rcp45,2009,2,pr 50mm,Precipitation
MIROC5,rcp45,2010,8,pr 50mm,Precipitation
MIROC5,rcp45,2011,11,pr 50mm,Precipitation
MIROC5,rcp45,2012,9,pr 50mm,Precipitation
MIROC5,rcp45,2013,9,pr 50mm,Precipitation
MIROC5,rcp45,2014,16,pr 50mm,Precipitation
MIROC5,rcp45,2015,18,pr 50mm,Precipitation
MIROC5,rcp45,2016,8,pr 50mm,Precipitation
MIROC5,rcp45,2017,5,pr 50mm,Precipitation
MIROC5,rcp45,2018,6,pr 50mm,Precipitation
MIROC5,rcp45,2019,9,pr 50mm,Precipitation
MIROC5,rcp45,2020,4,pr 50mm,Precipitation
MIROC5,rcp45,2021,8,pr 50mm,Precipitation
MIROC5,rcp45,2022,13,pr 50mm,Precipitation
MIROC5,rcp45,2023,26,pr 50mm,Precipitation
MIROC5,rcp45,2024,3,pr 50mm,Precipitation
MIROC5,rcp45,2025,6,pr 50mm,Precipitation
MIROC5,rcp45,2026,19,pr 50mm,Precipitation
MIROC5,rcp45,2027,12,pr 50mm,Precipitation
MIROC5,rcp45,2028,5,pr 50mm,Precipitation
MIROC5,rcp45,2029,12,pr 50mm,Precipitation
MIROC5,rcp45,2030,12,pr 50mm,Precipitation
MIROC5,rcp45,2031,2,pr 50mm,Precipitation
MIROC5,rcp45,2032,6,pr 50mm,Precipitation
MIROC5,rcp45,2033,12,pr 50mm,Precipitation
MIROC5,rcp45,2034,6,pr 50mm,Precipitation
MIROC5,rcp45,2035,5,pr 50mm,Precipitation
MIROC5,rcp45,2036,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2006,7,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2007,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2008,10,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2009,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2010,7,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2011,12,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2012,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2013,7,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2014,11,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2015,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2016,15,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2017,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2018,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2019,12,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2020,12,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2021,9,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2022,7,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2023,23,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2024,15,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2025,9,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2026,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2027,12,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2028,9,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2029,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2030,12,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2031,14,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2032,5,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2033,9,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2034,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2035,9,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2036,7,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2006,9,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2007,7,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2008,7,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2009,12,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2010,13,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2011,10,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2012,11,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2013,4,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2014,10,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2015,12,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2016,9,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2017,4,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2018,5,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2019,5,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2020,5,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2021,7,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2022,8,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2023,8,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2024,8,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2025,5,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2026,11,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2027,11,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2028,6,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2029,11,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2030,13,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2031,3,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2032,12,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2033,10,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2034,12,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2035,4,pr 50mm,Precipitation
MPI-ESM-MR,rcp45,2036,3,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2006,7,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2007,13,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2008,5,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2009,10,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2010,8,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2011,11,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2012,4,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2013,6,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2014,16,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2015,1,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2016,1,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2017,9,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2018,13,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2019,6,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2020,17,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2021,9,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2022,8,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2023,5,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2024,2,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2025,6,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2026,13,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2027,10,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2028,11,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2029,3,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2030,8,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2031,11,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2032,12,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2033,4,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2034,12,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2035,10,pr 50mm,Precipitation
MRI-CGCM3,rcp45,2036,17,pr 50mm,Precipitation
NorESM1-M,rcp45,2006,6,pr 50mm,Precipitation
NorESM1-M,rcp45,2007,12,pr 50mm,Precipitation
NorESM1-M,rcp45,2008,7,pr 50mm,Precipitation
NorESM1-M,rcp45,2009,11,pr 50mm,Precipitation
NorESM1-M,rcp45,2010,2,pr 50mm,Precipitation
NorESM1-M,rcp45,2011,17,pr 50mm,Precipitation
NorESM1-M,rcp45,2012,8,pr 50mm,Precipitation
NorESM1-M,rcp45,2013,5,pr 50mm,Precipitation
NorESM1-M,rcp45,2014,10,pr 50mm,Precipitation
NorESM1-M,rcp45,2015,9,pr 50mm,Precipitation
NorESM1-M,rcp45,2016,12,pr 50mm,Precipitation
NorESM1-M,rcp45,2017,5,pr 50mm,Precipitation
NorESM1-M,rcp45,2018,13,pr 50mm,Precipitation
NorESM1-M,rcp45,2019,10,pr 50mm,Precipitation
NorESM1-M,rcp45,2020,1,pr 50mm,Precipitation
NorESM1-M,rcp45,2021,10,pr 50mm,Precipitation
NorESM1-M,rcp45,2022,14,pr 50mm,Precipitation
NorESM1-M,rcp45,2023,15,pr 50mm,Precipitation
NorESM1-M,rcp45,2024,15,pr 50mm,Precipitation
NorESM1-M,rcp45,2025,8,pr 50mm,Precipitation
NorESM1-M,rcp45,2026,11,pr 50mm,Precipitation
NorESM1-M,rcp45,2027,9,pr 50mm,Precipitation
NorESM1-M,rcp45,2028,7,pr 50mm,Precipitation
NorESM1-M,rcp45,2029,17,pr 50mm,Precipitation
NorESM1-M,rcp45,2030,8,pr 50mm,Precipitation
NorESM1-M,rcp45,2031,10,pr 50mm,Precipitation
NorESM1-M,rcp45,2032,11,pr 50mm,Precipitation
NorESM1-M,rcp45,2033,8,pr 50mm,Precipitation
NorESM1-M,rcp45,2034,10,pr 50mm,Precipitation
NorESM1-M,rcp45,2035,11,pr 50mm,Precipitation
NorESM1-M,rcp45,2036,7,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2006,5,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2007,13,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2008,1,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2009,7,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2010,7,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2011,16,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2012,12,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2013,8,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2014,6,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2015,6,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2016,7,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2017,8,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2018,7,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2019,10,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2020,12,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2021,8,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2022,7,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2023,4,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2024,4,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2025,6,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2026,14,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2027,8,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2028,12,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2029,12,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2030,11,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2031,11,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2032,11,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2033,11,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2034,10,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2035,7,pr 50mm,Precipitation
bcc-csm1-1,rcp45,2036,11,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2006,8,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2007,9,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2008,8,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2009,6,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2010,7,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2011,5,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2012,9,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2013,11,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2014,3,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2015,2,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2016,1,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2017,6,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2018,8,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2019,4,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2020,7,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2021,5,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2022,7,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2023,10,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2024,5,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2025,7,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2028,3,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2029,5,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2030,7,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2031,2,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2032,5,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2033,8,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2034,4,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2035,4,pr 50mm,Precipitation
bcc-csm1-1-m,rcp45,2036,6,pr 50mm,Precipitation
inmcm4,rcp45,2006,14,pr 50mm,Precipitation
inmcm4,rcp45,2007,6,pr 50mm,Precipitation
inmcm4,rcp45,2008,5,pr 50mm,Precipitation
inmcm4,rcp45,2009,12,pr 50mm,Precipitation
inmcm4,rcp45,2010,5,pr 50mm,Precipitation
inmcm4,rcp45,2011,19,pr 50mm,Precipitation
inmcm4,rcp45,2012,9,pr 50mm,Precipitation
inmcm4,rcp45,2013,4,pr 50mm,Precipitation
inmcm4,rcp45,2014,12,pr 50mm,Precipitation
inmcm4,rcp45,2015,8,pr 50mm,Precipitation
inmcm4,rcp45,2016,16,pr 50mm,Precipitation
inmcm4,rcp45,2017,6,pr 50mm,Precipitation
inmcm4,rcp45,2018,7,pr 50mm,Precipitation
inmcm4,rcp45,2019,17,pr 50mm,Precipitation
inmcm4,rcp45,2020,8,pr 50mm,Precipitation
inmcm4,rcp45,2021,16,pr 50mm,Precipitation
inmcm4,rcp45,2022,13,pr 50mm,Precipitation
inmcm4,rcp45,2023,7,pr 50mm,Precipitation
inmcm4,rcp45,2024,7,pr 50mm,Precipitation
inmcm4,rcp45,2025,5,pr 50mm,Precipitation
inmcm4,rcp45,2026,6,pr 50mm,Precipitation
inmcm4,rcp45,2027,11,pr 50mm,Precipitation
inmcm4,rcp45,2028,13,pr 50mm,Precipitation
inmcm4,rcp45,2029,18,pr 50mm,Precipitation
inmcm4,rcp45,2030,13,pr 50mm,Precipitation
inmcm4,rcp45,2031,11,pr 50mm,Precipitation
inmcm4,rcp45,2032,4,pr 50mm,Precipitation
inmcm4,rcp45,2033,14,pr 50mm,Precipitation
inmcm4,rcp45,2034,9,pr 50mm,Precipitation
inmcm4,rcp45,2035,20,pr 50mm,Precipitation
inmcm4,rcp45,2036,5,pr 50mm,Precipitation
CCSM4,rcp60,2006,1,pr 50mm,Precipitation
CCSM4,rcp60,2007,4,pr 50mm,Precipitation
CCSM4,rcp60,2008,8,pr 50mm,Precipitation
CCSM4,rcp60,2009,13,pr 50mm,Precipitation
CCSM4,rcp60,2010,9,pr 50mm,Precipitation
CCSM4,rcp60,2011,5,pr 50mm,Precipitation
CCSM4,rcp60,2012,6,pr 50mm,Precipitation
CCSM4,rcp60,2013,8,pr 50mm,Precipitation
CCSM4,rcp60,2014,12,pr 50mm,Precipitation
CCSM4,rcp60,2015,4,pr 50mm,Precipitation
CCSM4,rcp60,2016,10,pr 50mm,Precipitation
CCSM4,rcp60,2017,13,pr 50mm,Precipitation
CCSM4,rcp60,2018,11,pr 50mm,Precipitation
CCSM4,rcp60,2019,4,pr 50mm,Precipitation
CCSM4,rcp60,2020,14,pr 50mm,Precipitation
CCSM4,rcp60,2021,6,pr 50mm,Precipitation
CCSM4,rcp60,2022,3,pr 50mm,Precipitation
CCSM4,rcp60,2023,9,pr 50mm,Precipitation
CCSM4,rcp60,2025,10,pr 50mm,Precipitation
CCSM4,rcp60,2026,6,pr 50mm,Precipitation
CCSM4,rcp60,2027,4,pr 50mm,Precipitation
CCSM4,rcp60,2028,9,pr 50mm,Precipitation
CCSM4,rcp60,2029,4,pr 50mm,Precipitation
CCSM4,rcp60,2030,6,pr 50mm,Precipitation
CCSM4,rcp60,2031,9,pr 50mm,Precipitation
CCSM4,rcp60,2032,5,pr 50mm,Precipitation
CCSM4,rcp60,2033,11,pr 50mm,Precipitation
CCSM4,rcp60,2034,11,pr 50mm,Precipitation
CCSM4,rcp60,2035,7,pr 50mm,Precipitation
CCSM4,rcp60,2036,13,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2006,12,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2007,5,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2008,6,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2009,3,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2010,10,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2011,11,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2012,8,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2013,5,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2014,9,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2015,5,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2016,10,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2017,7,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2018,12,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2019,7,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2020,10,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2021,7,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2022,3,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2023,5,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2024,9,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2025,8,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2026,11,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2027,12,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2028,10,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2029,11,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2030,16,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2031,5,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2032,8,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2033,3,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2034,7,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2035,6,pr 50mm,Precipitation
CESM1-CAM5,rcp60,2036,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2006,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2007,9,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2008,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2009,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2010,12,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2011,10,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2012,6,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2013,10,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2014,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2015,15,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2016,8,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2017,8,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2018,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2019,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2020,9,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp60,2021,7,pr 50mm,Precipitation
