model,scenario,year,count,interval_name,variable
IPSL-CM5A-LR,historical,2003,124,Tmin 20–25°C,tmin
IPSL-CM5A-LR,historical,2004,87,Tmin 20–25°C,tmin
IPSL-CM5A-LR,historical,2005,121,Tmin 20–25°C,tmin
IPSL-CM5A-MR,historical,2000,119,Tmin 20–25°C,tmin
IPSL-CM5A-MR,historical,2001,140,Tmin 20–25°C,tmin
IPSL-CM5A-MR,historical,2002,119,Tmin 20–25°C,tmin
IPSL-CM5A-MR,historical,2003,133,Tmin 20–25°C,tmin
IPSL-CM5A-MR,historical,2004,116,Tmin 20–25°C,tmin
IPSL-CM5A-MR,historical,2005,110,Tmin 20–25°C,tmin
IPSL-CM5B-LR,historical,2000,127,Tmin 20–25°C,tmin
IPSL-CM5B-LR,historical,2001,93,Tmin 20–25°C,tmin
IPSL-CM5B-LR,historical,2002,146,Tmin 20–25°C,tmin
IPSL-CM5B-LR,historical,2003,113,Tmin 20–25°C,tmin
IPSL-CM5B-LR,historical,2004,122,Tmin 20–25°C,tmin
IPSL-CM5B-LR,historical,2005,125,Tmin 20–25°C,tmin
MIROC-ESM,historical,2000,146,Tmin 20–25°C,tmin
MIROC-ESM,historical,2001,130,Tmin 20–25°C,tmin
MIROC-ESM,historical,2002,126,Tmin 20–25°C,tmin
MIROC-ESM,historical,2003,171,Tmin 20–25°C,tmin
MIROC-ESM,historical,2004,161,Tmin 20–25°C,tmin
MIROC-ESM,historical,2005,125,Tmin 20–25°C,tmin
MIROC-ESM-CHEM,historical,2000,174,Tmin 20–25°C,tmin
MIROC-ESM-CHEM,historical,2001,100,Tmin 20–25°C,tmin
MIROC-ESM-CHEM,historical,2002,111,Tmin 20–25°C,tmin
MIROC-ESM-CHEM,historical,2003,172,Tmin 20–25°C,tmin
MIROC-ESM-CHEM,historical,2004,133,Tmin 20–25°C,tmin
MIROC-ESM-CHEM,historical,2005,161,Tmin 20–25°C,tmin
MIROC5,historical,2000,104,Tmin 20–25°C,tmin
MIROC5,historical,2001,110,Tmin 20–25°C,tmin
MIROC5,historical,2002,110,Tmin 20–25°C,tmin
MIROC5,historical,2003,156,Tmin 20–25°C,tmin
MIROC5,historical,2004,105,Tmin 20–25°C,tmin
MIROC5,historical,2005,96,Tmin 20–25°C,tmin
MPI-ESM-LR,historical,2000,115,Tmin 20–25°C,tmin
MPI-ESM-LR,historical,2001,120,Tmin 20–25°C,tmin
MPI-ESM-LR,historical,2002,119,Tmin 20–25°C,tmin
MPI-ESM-LR,historical,2003,119,Tmin 20–25°C,tmin
MPI-ESM-LR,historical,2004,130,Tmin 20–25°C,tmin
MPI-ESM-LR,historical,2005,156,Tmin 20–25°C,tmin
MPI-ESM-MR,historical,2000,128,Tmin 20–25°C,tmin
MPI-ESM-MR,historical,2001,102,Tmin 20–25°C,tmin
MPI-ESM-MR,historical,2002,100,Tmin 20–25°C,tmin
MPI-ESM-MR,historical,2003,144,Tmin 20–25°C,tmin
MPI-ESM-MR,historical,2004,145,Tmin 20–25°C,tmin
MPI-ESM-MR,historical,2005,131,Tmin 20–25°C,tmin
MRI-CGCM3,historical,2000,139,Tmin 20–25°C,tmin
MRI-CGCM3,historical,2001,136,Tmin 20–25°C,tmin
MRI-CGCM3,historical,2002,149,Tmin 20–25°C,tmin
MRI-CGCM3,historical,2003,137,Tmin 20–25°C,tmin
MRI-CGCM3,historical,2004,156,Tmin 20–25°C,tmin
MRI-CGCM3,historical,2005,141,Tmin 20–25°C,tmin
MRI-ESM1,historical,2000,136,Tmin 20–25°C,tmin
MRI-ESM1,historical,2001,114,Tmin 20–25°C,tmin
MRI-ESM1,historical,2002,121,Tmin 20–25°C,tmin
MRI-ESM1,historical,2003,157,Tmin 20–25°C,tmin
MRI-ESM1,historical,2004,141,Tmin 20–25°C,tmin
MRI-ESM1,historical,2005,158,Tmin 20–25°C,tmin
NorESM1-M,historical,2000,86,Tmin 20–25°C,tmin
NorESM1-M,historical,2001,139,Tmin 20–25°C,tmin
NorESM1-M,historical,2002,93,Tmin 20–25°C,tmin
NorESM1-M,historical,2003,133,Tmin 20–25°C,tmin
NorESM1-M,historical,2004,140,Tmin 20–25°C,tmin
NorESM1-M,historical,2005,129,Tmin 20–25°C,tmin
bcc-csm1-1,historical,2000,145,Tmin 20–25°C,tmin
bcc-csm1-1,historical,2001,127,Tmin 20–25°C,tmin
bcc-csm1-1,historical,2002,114,Tmin 20–25°C,tmin
bcc-csm1-1,historical,2003,105,Tmin 20–25°C,tmin
bcc-csm1-1,historical,2004,148,Tmin 20–25°C,tmin
bcc-csm1-1,historical,2005,132,Tmin 20–25°C,tmin
bcc-csm1-1-m,historical,2000,124,Tmin 20–25°C,tmin
bcc-csm1-1-m,historical,2001,149,Tmin 20–25°C,tmin
bcc-csm1-1-m,historical,2002,166,Tmin 20–25°C,tmin
bcc-csm1-1-m,historical,2003,124,Tmin 20–25°C,tmin
bcc-csm1-1-m,historical,2004,113,Tmin 20–25°C,tmin
bcc-csm1-1-m,historical,2005,132,Tmin 20–25°C,tmin
inmcm4,historical,2000,148,Tmin 20–25°C,tmin
inmcm4,historical,2001,115,Tmin 20–25°C,tmin
inmcm4,historical,2002,119,Tmin 20–25°C,tmin
inmcm4,historical,2003,130,Tmin 20–25°C,tmin
inmcm4,historical,2004,149,Tmin 20–25°C,tmin
inmcm4,historical,2005,113,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2006,107,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2007,107,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2008,111,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2009,94,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2010,139,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2011,119,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2012,105,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2013,88,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2014,135,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2015,96,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2016,87,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2017,116,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2018,99,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2019,75,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2020,85,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2021,85,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2022,73,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2023,73,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2024,111,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2025,109,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2026,107,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2027,104,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2028,123,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2029,111,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2030,92,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2031,95,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2032,88,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2033,76,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2034,76,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2035,99,Tmin 20–25°C,tmin
BNU-ESM,rcp26,2036,108,Tmin 20–25°C,tmin
CCSM4,rcp26,2006,117,Tmin 20–25°C,tmin
CCSM4,rcp26,2007,135,Tmin 20–25°C,tmin
CCSM4,rcp26,2008,86,Tmin 20–25°C,tmin
CCSM4,rcp26,2009,150,Tmin 20–25°C,tmin
CCSM4,rcp26,2010,127,Tmin 20–25°C,tmin
CCSM4,rcp26,2011,91,Tmin 20–25°C,tmin
CCSM4,rcp26,2012,148,Tmin 20–25°C,tmin
CCSM4,rcp26,2013,152,Tmin 20–25°C,tmin
CCSM4,rcp26,2014,149,Tmin 20–25°C,tmin
CCSM4,rcp26,2015,148,Tmin 20–25°C,tmin
CCSM4,rcp26,2016,104,Tmin 20–25°C,tmin
CCSM4,rcp26,2017,95,Tmin 20–25°C,tmin
CCSM4,rcp26,2018,106,Tmin 20–25°C,tmin
CCSM4,rcp26,2019,90,Tmin 20–25°C,tmin
CCSM4,rcp26,2020,109,Tmin 20–25°C,tmin
CCSM4,rcp26,2021,138,Tmin 20–25°C,tmin
CCSM4,rcp26,2022,125,Tmin 20–25°C,tmin
CCSM4,rcp26,2023,95,Tmin 20–25°C,tmin
CCSM4,rcp26,2024,99,Tmin 20–25°C,tmin
CCSM4,rcp26,2025,116,Tmin 20–25°C,tmin
CCSM4,rcp26,2026,111,Tmin 20–25°C,tmin
CCSM4,rcp26,2027,110,Tmin 20–25°C,tmin
CCSM4,rcp26,2028,133,Tmin 20–25°C,tmin
CCSM4,rcp26,2029,107,Tmin 20–25°C,tmin
CCSM4,rcp26,2030,92,Tmin 20–25°C,tmin
CCSM4,rcp26,2031,116,Tmin 20–25°C,tmin
CCSM4,rcp26,2032,127,Tmin 20–25°C,tmin
CCSM4,rcp26,2033,119,Tmin 20–25°C,tmin
CCSM4,rcp26,2034,114,Tmin 20–25°C,tmin
CCSM4,rcp26,2035,111,Tmin 20–25°C,tmin
CCSM4,rcp26,2036,105,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2006,138,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2007,132,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2008,127,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2009,145,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2010,136,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2011,120,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2012,130,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2013,148,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2014,136,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2015,103,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2016,103,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2017,90,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2018,127,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2019,124,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2020,142,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2021,124,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2022,135,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2023,130,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2024,151,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2025,115,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2026,94,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2027,107,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2028,135,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2029,121,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2030,102,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2031,106,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2032,93,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2033,91,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2034,124,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2035,115,Tmin 20–25°C,tmin
CESM1-CAM5,rcp26,2036,107,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2006,130,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2007,99,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2008,135,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2009,136,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2010,134,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2011,136,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2012,149,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2013,134,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2014,119,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2015,119,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2016,105,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2017,130,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2018,104,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2019,119,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2020,103,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2021,130,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2022,130,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2023,129,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2024,107,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2025,136,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2026,93,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2027,130,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2028,140,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2029,107,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2030,130,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2031,91,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2032,110,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2033,110,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2034,149,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2035,115,Tmin 20–25°C,tmin
CNRM-CM5,rcp26,2036,100,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2006,103,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2007,127,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2008,123,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2009,119,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2010,148,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2011,98,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2012,136,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2013,120,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2014,119,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2015,110,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2016,123,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2017,98,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2018,163,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2019,141,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2020,89,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2021,90,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2022,150,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2023,152,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2024,125,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2025,120,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2026,135,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2027,134,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2028,127,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2029,119,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2030,126,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2031,138,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2032,105,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2033,133,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2034,119,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2035,125,Tmin 20–25°C,tmin
CSIRO-Mk3-6-0,rcp26,2036,122,Tmin 20–25°C,tmin
CanESM2,rcp26,2006,100,Tmin 20–25°C,tmin
CanESM2,rcp26,2007,133,Tmin 20–25°C,tmin
CanESM2,rcp26,2008,121,Tmin 20–25°C,tmin
CanESM2,rcp26,2009,127,Tmin 20–25°C,tmin
CanESM2,rcp26,2010,107,Tmin 20–25°C,tmin
CanESM2,rcp26,2011,95,Tmin 20–25°C,tmin
CanESM2,rcp26,2012,120,Tmin 20–25°C,tmin
CanESM2,rcp26,2013,113,Tmin 20–25°C,tmin
CanESM2,rcp26,2014,150,Tmin 20–25°C,tmin
CanESM2,rcp26,2015,112,Tmin 20–25°C,tmin
CanESM2,rcp26,2016,103,Tmin 20–25°C,tmin
CanESM2,rcp26,2017,124,Tmin 20–25°C,tmin
CanESM2,rcp26,2018,113,Tmin 20–25°C,tmin
CanESM2,rcp26,2019,113,Tmin 20–25°C,tmin
CanESM2,rcp26,2020,112,Tmin 20–25°C,tmin
CanESM2,rcp26,2021,131,Tmin 20–25°C,tmin
CanESM2,rcp26,2022,112,Tmin 20–25°C,tmin
CanESM2,rcp26,2023,84,Tmin 20–25°C,tmin
CanESM2,rcp26,2024,108,Tmin 20–25°C,tmin
CanESM2,rcp26,2025,103,Tmin 20–25°C,tmin
CanESM2,rcp26,2026,95,Tmin 20–25°C,tmin
CanESM2,rcp26,2027,123,Tmin 20–25°C,tmin
CanESM2,rcp26,2028,83,Tmin 20–25°C,tmin
CanESM2,rcp26,2029,76,Tmin 20–25°C,tmin
CanESM2,rcp26,2030,105,Tmin 20–25°C,tmin
CanESM2,rcp26,2031,127,Tmin 20–25°C,tmin
CanESM2,rcp26,2032,105,Tmin 20–25°C,tmin
CanESM2,rcp26,2033,110,Tmin 20–25°C,tmin
CanESM2,rcp26,2034,107,Tmin 20–25°C,tmin
CanESM2,rcp26,2035,96,Tmin 20–25°C,tmin
CanESM2,rcp26,2036,93,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2006,130,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2007,133,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2008,126,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2009,125,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2010,123,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2011,117,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2012,129,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2013,102,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2014,120,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2015,121,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2016,132,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2017,109,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2018,173,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2019,113,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2020,113,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2021,145,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2022,124,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2023,139,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2024,116,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2025,141,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2026,131,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2027,126,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2028,137,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2029,131,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2030,121,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2031,127,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2032,123,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2033,135,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2034,110,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2035,134,Tmin 20–25°C,tmin
FGOALS-g2,rcp26,2036,128,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2006,156,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2007,120,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2008,132,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2009,119,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2010,117,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2011,101,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2012,98,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2013,118,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2014,118,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2015,134,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2016,131,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2017,92,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2018,95,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2019,94,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2020,113,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2021,127,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2022,126,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2023,109,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2024,109,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2025,105,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2026,124,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2027,107,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2028,119,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2029,112,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2030,97,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2031,87,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2032,112,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2033,85,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2034,105,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2035,132,Tmin 20–25°C,tmin
GFDL-CM3,rcp26,2036,103,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2006,110,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2007,103,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2008,118,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2009,111,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2010,100,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2011,111,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2012,86,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2013,132,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2014,136,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2015,118,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2016,109,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2017,146,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2018,113,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2019,104,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2020,135,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2021,98,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2022,135,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2023,104,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2024,88,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2025,110,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2026,103,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2027,84,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2028,113,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2029,137,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2030,127,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2031,102,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2032,91,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2033,114,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2034,128,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2035,113,Tmin 20–25°C,tmin
GFDL-ESM2G,rcp26,2036,102,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2006,145,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2007,131,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2008,106,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2009,105,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2010,124,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2011,118,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2012,102,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2013,125,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2014,83,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2015,111,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2016,123,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2017,89,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2018,109,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2019,125,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2020,116,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2021,107,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2022,110,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2023,103,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2024,79,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2025,117,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2026,87,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2027,127,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2028,119,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2029,96,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2030,127,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2031,90,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2032,96,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2033,90,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2034,99,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2035,111,Tmin 20–25°C,tmin
IPSL-CM5A-LR,rcp26,2036,115,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2006,159,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2007,135,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2008,124,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2009,105,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2010,142,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2011,129,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2012,114,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2013,103,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2014,144,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2015,123,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2016,130,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2017,97,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2018,112,Tmin 20–25°C,tmin
IPSL-CM5A-MR,rcp26,2019,124,Tmin 20–25°C,tmin
