organism,scenario,bio_year,season_group,ensemble_dd_share,ensemble_seasonal_dd,n_models
Cockroach,rcp60,2035,Nov-Apr,24.367899032640693,683.3158512812166,15
Cockroach,rcp85,2006,May-Oct,76.9462791167788,2033.0653354646622,30
Cockroach,rcp85,2006,Nov-Apr,23.053720883221214,616.538925984008,30
Cockroach,rcp85,2007,May-Oct,75.86300473456238,2002.3990922721073,30
Cockroach,rcp85,2007,Nov-Apr,24.136995265437616,643.7469957702635,30
Cockroach,rcp85,2008,May-Oct,76.9763323710892,2021.2614374510435,30
Cockroach,rcp85,2008,Nov-Apr,23.023667628910808,610.9911294168571,30
Cockroach,rcp85,2009,May-Oct,75.45625972791605,2014.1940728760767,30
Cockroach,rcp85,2009,Nov-Apr,24.543740272083937,659.1513497637391,30
Cockroach,rcp85,2010,May-Oct,76.76030574078375,2047.2634278397659,30
Cockroach,rcp85,2010,Nov-Apr,23.239694259216243,625.4537448722746,30
Cockroach,rcp85,2011,May-Oct,77.16754431214687,2020.1477928662732,30
Cockroach,rcp85,2011,Nov-Apr,22.83245568785313,605.0690111204077,30
Cockroach,rcp85,2012,May-Oct,76.50850288330147,2025.8044671471457,30
Cockroach,rcp85,2012,Nov-Apr,23.49149711669852,624.375262252898,30
Cockroach,rcp85,2013,May-Oct,75.1277673341904,2022.3961534778816,30
Cockroach,rcp85,2013,Nov-Apr,24.87223266580961,679.7470040921527,30
Cockroach,rcp85,2014,May-Oct,76.74770790023324,2055.977014120769,30
Cockroach,rcp85,2014,Nov-Apr,23.25229209976677,629.4114270012965,30
Cockroach,rcp85,2015,May-Oct,76.78174339023285,2038.9852824014638,30
Cockroach,rcp85,2015,Nov-Apr,23.21825660976715,619.5267682369753,30
Cockroach,rcp85,2016,May-Oct,76.39721601310953,2065.7932819976154,30
Cockroach,rcp85,2016,Nov-Apr,23.602783986890472,645.8543631333195,30
Cockroach,rcp85,2017,May-Oct,76.91270926644043,2057.998415288864,30
Cockroach,rcp85,2017,Nov-Apr,23.087290733559584,622.683944572653,30
Cockroach,rcp85,2018,May-Oct,76.33475842532665,2041.3432175313364,30
Cockroach,rcp85,2018,Nov-Apr,23.665241574673356,638.8239575192007,30
Cockroach,rcp85,2019,May-Oct,75.94127939668131,2027.6864211763818,30
Cockroach,rcp85,2019,Nov-Apr,24.05872060331868,645.4942452488233,30
Cockroach,rcp85,2020,May-Oct,75.70332720992661,2029.0440879709522,30
Cockroach,rcp85,2020,Nov-Apr,24.29667279007339,656.0173009707797,30
Cockroach,rcp85,2021,May-Oct,75.2139888690578,2061.8455849701036,30
Cockroach,rcp85,2021,Nov-Apr,24.7860111309422,688.8920959893063,30
Cockroach,rcp85,2022,May-Oct,75.91808456736383,2063.509664223557,30
Cockroach,rcp85,2022,Nov-Apr,24.081915432636166,660.5614762153308,30
Cockroach,rcp85,2023,May-Oct,75.57771513547091,2102.37183942978,30
Cockroach,rcp85,2023,Nov-Apr,24.422284864529093,685.8119119568983,30
Cockroach,rcp85,2024,May-Oct,76.48805196578343,2057.126487640593,30
Cockroach,rcp85,2024,Nov-Apr,23.511948034216573,637.4862216563059,30
Cockroach,rcp85,2025,May-Oct,75.33039896906634,2092.231898751093,30
Cockroach,rcp85,2025,Nov-Apr,24.66960103093367,692.3563266337403,30
Cockroach,rcp85,2026,May-Oct,76.34208494874939,2109.2407214512023,30
Cockroach,rcp85,2026,Nov-Apr,23.6579150512506,660.7616144495695,30
Cockroach,rcp85,2027,May-Oct,75.51049853966391,2092.6222440173933,30
Cockroach,rcp85,2027,Nov-Apr,24.4895014603361,685.7182300251611,30
Cockroach,rcp85,2028,May-Oct,75.83642041271496,2106.224881385415,30
Cockroach,rcp85,2028,Nov-Apr,24.163579587285042,676.9815859171423,30
Cockroach,rcp85,2029,May-Oct,75.06821422828249,2113.7598884842487,30
Cockroach,rcp85,2029,Nov-Apr,24.931785771717514,709.8079046848113,30
Cockroach,rcp85,2030,May-Oct,76.23505079165342,2141.0499490203306,30
Cockroach,rcp85,2030,Nov-Apr,23.76494920834659,673.9339837479107,30
Cockroach,rcp85,2031,May-Oct,76.68976551302916,2112.5350766714896,30
Cockroach,rcp85,2031,Nov-Apr,23.31023448697085,653.8739577688974,30
Cockroach,rcp85,2032,May-Oct,75.03694529468572,2100.0273115802324,30
Cockroach,rcp85,2032,Nov-Apr,24.963054705314267,705.0630499281956,30
Cockroach,rcp85,2033,May-Oct,75.05459509073059,2135.733034026698,30
Cockroach,rcp85,2033,Nov-Apr,24.945404909269406,715.0327319390482,30
Cockroach,rcp85,2034,May-Oct,75.84933609529533,2114.0554158051605,30
Cockroach,rcp85,2034,Nov-Apr,24.15066390470466,679.213393250724,30
Cockroach,rcp85,2035,May-Oct,75.99855184805985,2113.647686617098,30
Cockroach,rcp85,2035,Nov-Apr,24.001448151940153,674.1421320342116,30
